Job Satisfaction,Salary,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Year,Latitude,Longitude
6,55000,"Las Vegas, NV, US",Project Architect,,2-5,,Unpaid Overtime,10.0,"7,000",Full-time,8-10,31-35,Male,Licensed,,,,2013,36.1672559,-115.148516
2,48000,"Houston, TX, US",Intern,,51-100,,,,,,6-7,26-30,Female,No,,,,2013,29.7589382,-95.3676974
5,86365,"San Diego, CA, US",Senior Designer,Corporate,201-500,Yes,Unpaid Overtime,15.0,,Full-time,26-30,51-55,Male,No,University of Detroit Mercy,,,2013,32.7174202,-117.162772
8,80000,"Portland, OR, US",Interior Designer,Individual,1,,Unpaid Overtime,,,Freelance,16-20,46-50,Female,No,Portland State University,,,2013,45.5202471,-122.674194
7,57000,"Austin, TX, US",Intern,Boutique,31-50,Yes,Paid Overtime,5.0,"1,500",Full-time,3-5,31-35,Male,No,,University of Texas at San Antonio,,2013,30.2711286,-97.7436995
5,20800,"Los Angeles, CA, US",Intern,Starchitect,16-30,,Unpaid Overtime,,,Full-time,2,26-30,Female,No,,,,2013,34.0536909,-118.242766
7,37000,"Sioux Falls, SD, US",Designer,Boutique,6-10,Yes,No Overtime,19.0,"1,000",Full-time,8-10,31-35,Male,No,,,,2013,43.5476008,-96.7293629
7,60500,"Dallas, TX, US",Project Architect,Corporate,201-500,Yes,Unpaid Overtime,21.0,"3,500",,8-10,31-35,Male,Licensed,,,,2013,32.7762719,-96.7968559
5,49920,"San Diego, CA, US",Intern,Individual,6-10,Yes,Paid Overtime,10.0,,Full-time,1,26-30,Female,No,,"University of California, Berkeley",,2013,32.7174202,-117.162772
4,50000,"San Diego, CA, US",Marketing Director,Boutique,16-30,Yes,Unpaid Overtime,10.0,"2,500",Full-time,2,26-30,Female,No,,,,2013,32.7174202,-117.162772
5,72000,"San Francisco, CA, US",Intermediate Architect,Starchitect,51-100,Yes,Unpaid Overtime,,"1,000",Full-time,8-10,31-35,Male,No,,,,2013,37.7792588,-122.4193286
10,56000,"Glendale, CA, US",Associate,Corporate,501+,Yes,Unpaid Overtime,14.0,,Full-time,3,21-25,Male,No,"California State Polytechnic University, Pomona",,,2013,34.1469416,-118.2478471
8,42000,"Los Angeles, CA, US",Designer,Other,51-100,Yes,Paid Overtime,16.0,,Full-time,2,21-25,Male,No,"California State Polytechnic University, Pomona",,,2013,34.0536909,-118.242766
8,43000,"Los Angeles, CA, US",Junior Designer,Corporate,31-50,Yes,Unpaid Overtime,3.0,,Full-time,2,21-25,Male,No,,,,2013,34.0536909,-118.242766
3,35000,"Newport Beach, CA, US",Project Manager,,51-100,Yes,Paid Overtime,5.0,,,2,21-25,Female,No,,,,2013,33.6170092,-117.9294401
7,53000,"New York, NY, US",Junior Architect,Corporate,201-500,Yes,No Overtime,10.0,"1,000",Full-time,1,26-30,Female,No,Texas A&M University,Pratt Institute,,2013,40.7127281,-74.0060152
8,36000,"New Jersey, US",Junior Designer,,6-10,Yes,,10.0,,Full-time,1,21-25,Female,No,,,,2013,40.0757384,-74.4041622
7,42000,"Dallas, TX, US",Junior Designer,Corporate,501+,Yes,Paid Overtime,17.0,,Full-time,2,26-30,Female,No,Texas Tech University,Texas Tech University,,2013,32.7762719,-96.7968559
9,30000,"Brooklyn, NY, US",Designer,Boutique,2-5,,,,,Full-time,6-7,26-30,Male,No,,,,2013,40.6526006,-73.9497211
7,40000,"Concord, MA, US",Intern,,31-50,,,,,,3-5,26-30,Female,No,,,,2013,42.461777,-71.364235
8,68000,"Fresno, CA, US",Project Architect,Boutique,2-5,Yes,No Overtime,14.0,"2,000",Full-time,8-10,31-35,Male,Licensed,,,,2013,36.7394421,-119.78483
5,94000,"Alaska, US",Project Manager,Other,101-200,Yes,No Overtime,30.0,,Full-time,11-15,31-35,Female,Licensed,,,,2013,64.4459613,-149.680909
9,140000,"Tacoma, WA, US",Business Manager,Boutique,2-5,Yes,Unpaid Overtime,10.0,"18,000",Full-time,31-40,56-60,Male,Licensed,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,2013,47.2455013,-122.438329
7,30000,"Baton Rouge, LA, US",Intern,Other,6-10,Yes,Unpaid Overtime,15.0,"1,500",Full-time,< 1,21-25,Male,No,Louisiana State University,,,2013,30.4494155,-91.1869659
3,36000,"Chicago, IL, US",Junior Architect,Other,11-15,Yes,Unpaid Overtime,10.0,,Full-time,1,26-30,Male,No,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,2013,41.8755616,-87.6244212
5,45000,"New York, NY, US",Junior Architect,,101-200,,,,,,2,21-25,Male,No,,,,2013,40.7127281,-74.0060152
10,34500,"Bloomington, IL, US",Draftsperson,Corporate,31-50,Yes,Paid Overtime,14.0,,Full-time,< 1,21-25,Male,No,University of Illinois at Urbana-Champaign,,,2013,40.4797828,-88.9939147
6,41600,"Chicago, IL, US",Intern,Corporate,101-200,,Paid Overtime,,,Full-time,< 1,21-25,Female,No,,Harvard University,,2013,41.8755616,-87.6244212
4,31200,"Chicago, IL, US",Designer,Boutique,6-10,,Paid Overtime,,,Full-time,2,21-25,Female,No,University of Illinois at Urbana-Champaign,,,2013,41.8755616,-87.6244212
10,63000,"Naperville, IL, US",Intern,Boutique,31-50,Yes,,,,Full-time,< 1,21-25,Male,Licensed,,University of Illinois at Urbana-Champaign,,2013,41.7728699,-88.1479278
8,55000,"Houston, TX, US",Associate,Corporate,51-100,Yes,Unpaid Overtime,21.0,,Full-time,6-7,26-30,Male,Licensed,The University of Texas at Austin,,,2013,29.7589382,-95.3676974
8,24960,"Indianapolis, IN, US",Intern,Other,51-100,,Paid Overtime,5.0,,Full-time,1,21-25,Female,No,Ball State University,University of Wisconsin-Milwaukee,,2013,39.7683331,-86.1583502
8,60000,"New York, NY, US",Job Captain,Other,51-100,Yes,Unpaid Overtime,15.0,,Full-time,3-5,31-35,Male,No,The Cooper Union,Yale University,,2013,40.7127281,-74.0060152
7,52500,"New York, NY, US",Junior Architect,Starchitect,201-500,Yes,Unpaid Overtime,18.0,"3,200",Full-time,2,26-30,Male,No,,Columbia University,,2013,40.7127281,-74.0060152
5,50000,"New York, NY, US",Junior Architect,Starchitect,201-500,Yes,Unpaid Overtime,18.0,"2,000",Full-time,3-5,26-30,Male,No,Cornell University,,,2013,40.7127281,-74.0060152
8,36000,"Chicago, IL, US",Designer,Boutique,2-5,,Unpaid Overtime,,,,2,21-25,Male,No,University of Illinois at Urbana-Champaign,,,2013,41.8755616,-87.6244212
7,43000,"Princeton, NJ, US",Intern,Other,16-30,Yes,Paid Overtime,17.0,,Full-time,< 1,21-25,Male,No,Savannah College of Art and Design,Savannah College of Art and Design,,2013,40.3496953,-74.6597376
8,80000,"Jacksonville, FL, US",Junior Architect,Corporate,201-500,Yes,Unpaid Overtime,10.0,"2,000",Full-time,8-10,31-35,Male,Licensed,,,,2013,30.3321838,-81.655651
6,29120,"Indianapolis, IN, US",Intern,,16-30,,Paid Overtime,,,Full-time,< 1,21-25,Female,No,Ball State University,,,2013,39.7683331,-86.1583502
8,50000,"Washington, DC, US",Intern,Corporate,51-100,Yes,Unpaid Overtime,10.0,"1,100",Full-time,1,21-25,Male,No,University of Nebraska-Lincoln,University of Nebraska-Lincoln,,2013,38.8950368,-77.0365427
8,37440,"Portland, OR, US",Intern,Corporate,51-100,Yes,Paid Overtime,14.0,,Full-time,< 1,21-25,Male,No,,University of Oregon in Portland,,2013,45.5202471,-122.674194
4,35000,"Atlanta, GA, US",Intern,Individual,11-15,Yes,Unpaid Overtime,10.0,,Full-time,2,21-25,Female,No,Auburn University,,,2013,33.7489924,-84.3902644
6,38000,"Atlanta, GA, US",Intern,Individual,11-15,Yes,Unpaid Overtime,10.0,,Full-time,2,21-25,Female,No,Auburn University,,,2013,33.7489924,-84.3902644
8,31200,"Philadelphia, PA, US",Intern,,11-15,,Paid Overtime,10.0,,Full-time,< 1,21-25,Male,No,,,,2013,39.9527237,-75.1635262
10,54000,"Chicago, IL, US",Engineer,Other,16-30,,No Overtime,28.0,,Full-time,1,26-30,Female,No,,University of Illinois at Urbana-Champaign,,2013,41.8755616,-87.6244212
10,32000,"Richmond, VA, US",Intermediate Architect,Other,11-15,Yes,Unpaid Overtime,10.0,500,Full-time,1,21-25,Male,No,Savannah College of Art and Design,Savannah College of Art and Design,,2013,37.5385087,-77.43428
5,24000,"Springfield, IL, US",Draftsperson,Individual,31-50,Yes,No Overtime,5.0,,Full-time,6-7,26-30,Female,No,,,,2013,39.7990175,-89.6439575
9,45000,"Atlanta, GA, US",Intern,Corporate,101-200,Yes,Paid Overtime,15.0,700,Full-time,3,21-25,Male,No,Ball State University,Ball State University,,2013,33.7489924,-84.3902644
7,24960,"Indianapolis, IN, US",Intern,Individual,6-10,,No Overtime,,,Full-time,2,21-25,Male,No,Ferris State University,Ball State University,,2013,39.7683331,-86.1583502
8,24960,"Indianapolis, IN, US",Intern,Corporate,51-100,,Paid Overtime,,,Full-time,< 1,21-25,Female,No,,,,2013,39.7683331,-86.1583502
10,140000,"Grand Rapids, MI, US",BIM Specialist,,101-200,,,,,,3-5,21-25,Male,No,,,,2013,42.9632425,-85.6678639
8,50000,"Philadelphia, PA, US",Designer,Boutique,31-50,,Paid Overtime,12.0,"3,000",Full-time,6-7,31-35,Male,No,The Catholic University of America,The Catholic University of America,,2013,39.9527237,-75.1635262
4,55000,"New York, NY, US",Designer,Starchitect,101-200,Yes,Unpaid Overtime,10.0,,Full-time,3,26-30,Male,No,,University of Michigan,,2013,40.7127281,-74.0060152
8,115000,"New York, NY, US",Associate,Corporate,501+,Yes,,17.0,"10,000",Full-time,11-15,36-40,Male,Licensed,,,,2013,40.7127281,-74.0060152
8,50000,"Washington, DC, US",Intern,Corporate,51-100,Yes,Unpaid Overtime,10.0,"1,125",Full-time,< 1,21-25,Female,No,,,,2013,38.8950368,-77.0365427
6,70000,"San Francisco, CA, US",Job Captain,Corporate,501+,Yes,Unpaid Overtime,21.0,,Full-time,8-10,31-35,Male,No,,,,2013,37.7792588,-122.4193286
7,64000,"Seattle, WA, US",Designer,Other,501+,Yes,Paid Overtime,10.0,,Full-time,11-15,31-35,Male,No,,University of Cincinnati,,2013,47.6038321,-122.330062
7,40000,"Columbus, OH, US",Junior Architect,Corporate,201-500,Yes,Paid Overtime,,,Full-time,1,21-25,Female,No,Miami University,,,2013,39.9622601,-83.0007065
6,52000,"New York, NY, US",Designer,Corporate,6-10,Yes,Unpaid Overtime,,,Full-time,< 1,21-25,Female,No,,,,2013,40.7127281,-74.0060152
7,40000,"Overland Park, KS, US",Junior Designer,Corporate,16-30,,Paid Overtime,,,Freelance,3,21-25,Female,No,University of Cincinnati,University of Cincinnati,,2013,38.9742502,-94.6851702
9,84000,"Orlando, FL, US",Project Manager,Corporate,51-100,Yes,Unpaid Overtime,21.0,,Full-time,26-30,51-55,Male,No,The University of Texas at Arlington,,,2013,28.5421109,-81.3790304
8,76000,"Detroit, MI, US",CAD Manager,Corporate,501+,Yes,Paid Overtime,30.0,"4,000",Full-time,31-40,56-60,Female,No,Lawrence Technological University,,,2013,42.3315509,-83.0466403
4,62000,"Chicago, IL, US",Project Architect,,31-50,Yes,Unpaid Overtime,15.0,,Full-time,6-7,26-30,Male,No,,,,2013,41.8755616,-87.6244212
7,105000,"Washington, DC, US",Senior Architect,,51-100,Yes,Unpaid Overtime,15.0,,Full-time,11-15,41-45,Male,No,,,,2013,38.8950368,-77.0365427
8,55000,"San Francisco, CA, US",Intermediate Designer,Individual,16-30,Yes,No Overtime,15.0,"2,000",Full-time,3,31-35,Female,No,,"University of California, Berkeley",,2013,37.7792588,-122.4193286
6,52000,"Chicago, IL, US",Junior Architect,Corporate,501+,Yes,Paid Overtime,15.0,,Full-time,2,21-25,Male,No,Illinois Institute of Technology (IIT),,,2013,41.8755616,-87.6244212
7,39624,"Wytheville, VA, US",Intern,,31-50,Yes,,,500,Full-time,3-5,26-30,Male,No,,,,2013,36.9479966,-81.0869747
8,125000,"Irvine, CA, US",Principal,Corporate,101-200,Yes,Unpaid Overtime,40.0,"125,000",Full-time,26-30,51-55,Male,Licensed,,,,2013,33.6856969,-117.825981
8,55000,"Hawthorne, CA, US",Job Captain,,31-50,Yes,No Overtime,10.0,,Full-time,< 1,21-25,Female,No,University of Southern California (USC),,,2013,33.9188589,-118.3483256
8,48000,"San Francisco, CA, US",Junior Architect,Boutique,16-30,Yes,Paid Overtime,15.0,"2,000",Full-time,1,21-25,Male,Licensed,Miami University,University of Michigan,,2013,37.7792588,-122.4193286
6,83200,"New York, NY, US",Project Architect,Corporate,6-10,,Paid Overtime,,"3,000",Full-time,26-30,51-55,Male,Licensed,,,,2013,40.7127281,-74.0060152
8,45000,"New York, NY, US",Junior Architect,,6-10,,,,,,< 1,21-25,Female,No,Pratt Institute,,,2013,40.7127281,-74.0060152
9,38000,"Farmington Hills, MI, US",Project Manager,Other,6-10,Yes,Paid Overtime,10.0,500,Full-time,6-7,41-45,Male,No,Lawrence Technological University,Lawrence Technological University,,2013,42.4853125,-83.3771553
8,45760,"Glen Head, NY, US",Draftsperson,,6-10,,,,,Full-time,8-10,26-30,Female,No,SUNY Farmingdale,,,2013,40.8354111,-73.6235993
4,67000,"San Francisco, CA, US",Intermediate Designer,Corporate,51-100,Yes,No Overtime,10.0,"5,000",Full-time,6-7,31-35,Female,No,,"University of California, Berkeley",,2013,37.7792588,-122.4193286
7,56000,"New York, NY, US",Senior Designer,Other,11-15,,Unpaid Overtime,10.0,,Full-time,3,36-40,Female,No,,Harvard University,,2013,40.7127281,-74.0060152
7,57000,"New Jersey, US",Project Architect,Corporate,101-200,Yes,Unpaid Overtime,9.0,,Full-time,6-7,26-30,Female,Licensed,New Jersey Institute of Technology (NJIT),,,2013,40.0757384,-74.4041622
7,65000,"Los Angeles, CA, US",Job Captain,,51-100,Yes,,10.0,,Full-time,11-15,31-35,Male,No,,,,2013,34.0536909,-118.242766
10,50000,"Cambridge, MA, US",Designer,,2-5,Yes,No Overtime,10.0,,Full-time,3-5,26-30,Female,No,Cornell University,Harvard University,,2013,42.3656347,-71.1040018
2,100000,"New York, NY, US",Associate,,11-15,,,,,,11-15,41-45,Male,No,,,,2013,40.7127281,-74.0060152
7,56000,"Austin, TX, US",Interior Designer,Corporate,31-50,Yes,Unpaid Overtime,10.0,"6,000",Full-time,6-7,26-30,Female,Licensed,The University of Texas at Austin,,,2013,30.2711286,-97.7436995
6,67000,"Tampa, FL, US",BIM Specialist,Corporate,501+,Yes,Unpaid Overtime,14.0,,,11-15,41-45,Male,No,Mississippi State University,,,2013,27.9477595,-82.458444
6,52300,"Atlanta, GA, US",Intern,Boutique,31-50,Yes,Unpaid Overtime,,"2,000",Full-time,3-5,26-30,Male,Licensed,,,,2013,33.7489924,-84.3902644
6,88000,"San Francisco, CA, US",Senior Designer,Corporate,501+,Yes,,15.0,"6,000",,11-15,36-40,Male,Licensed,,,,2013,37.7792588,-122.4193286
2,41600,"Ridgewood, NJ, US",Junior Architect,Boutique,2-5,,Paid Overtime,10.0,,Full-time,3,26-30,Female,No,University of Florida,University of Florida,,2013,40.9796683,-74.1194403
6,88000,"San Francisco, CA, US",Interior Architect,Corporate,501+,Yes,,15.0,"6,000",,11-15,36-40,Female,No,"California State University, Fresno",,,2013,37.7792588,-122.4193286
9,114000,"San Francisco, CA, US",Project Manager,Corporate,501+,Yes,Unpaid Overtime,20.0,"5,000",Full-time,31-40,56-60,Male,Licensed,University of Cincinnati,,,2013,37.7792588,-122.4193286
9,96000,"Los Angeles, CA, US",Project Manager,Other,6-10,Yes,No Overtime,23.0,,Full-time,8-10,36-40,Male,Licensed,University of Minnesota,University of Michigan,,2013,34.0536909,-118.242766
7,42000,"New York, NY, US",Intermediate Designer,,6-10,Yes,No Overtime,10.0,,Full-time,3,21-25,Female,No,,,,2013,40.7127281,-74.0060152
6,70000,"New York, NY, US",Associate,,16-30,Yes,Unpaid Overtime,20.0,,Full-time,8-10,31-35,Male,Licensed,,,,2013,40.7127281,-74.0060152
5,42000,"San Antonio, TX, US",Technical Architect,Other,51-100,Yes,Unpaid Overtime,15.0,"4,000",Full-time,26-30,26-30,Male,Licensed,,,,2013,29.4246002,-98.4951405
7,45000,"Atlanta, GA, US",Designer,Corporate,501+,Yes,Paid Overtime,15.0,,Full-time,1,21-25,Female,No,Georgia Institute of Technology,University of Virginia,,2013,33.7489924,-84.3902644
6,56000,"New York, NY, US",Business Manager,Starchitect,31-50,Yes,Unpaid Overtime,8.0,"3,000",Full-time,2,31-35,Female,No,,"University of California, Berkeley",,2013,40.7127281,-74.0060152
10,75000,"San Francisco, CA, US",Job Captain,Corporate,201-500,Yes,Unpaid Overtime,,,Full-time,16-20,36-40,Male,No,University of Minnesota,,,2013,37.7792588,-122.4193286
7,55000,"New York, NY, US",Interior Designer,,51-100,Yes,Unpaid Overtime,12.0,"2,000",Full-time,3,26-30,Female,Licensed,Cornell University,,,2013,40.7127281,-74.0060152
1,40000,"Berkeley, CA, US",Junior Designer,,6-10,,,,,,3-5,31-35,Female,No,,,,2013,37.8708393,-122.272863
7,40000,"Los Angeles, CA, US",Junior Architect,Boutique,51-100,Yes,Unpaid Overtime,15.0,"3,000",Full-time,3,21-25,Male,No,University of Cincinnati,University of Michigan,,2013,34.0536909,-118.242766
7,47000,"Hamden, CT, US",Project Architect,Corporate,31-50,Yes,Unpaid Overtime,10.0,900,Full-time,8-10,31-35,Male,Licensed,Rhode Island School of Design (RISD),,,2013,41.3679456,-72.92313173027604
8,300000,"New York, NY, US",Principal,,6-10,,,,,,26-30,61-65,Male,No,,,,2013,40.7127281,-74.0060152
10,38000,"Chicago, IL, US",Designer,Boutique,6-10,,,10.0,"3,800",Full-time,< 1,21-25,Female,No,Oklahoma State University,,,2013,41.8755616,-87.6244212
8,69500,"New York, NY, US",Intermediate Designer,Corporate,501+,Yes,Paid Overtime,15.0,"3,600",Full-time,8-10,36-40,Male,Licensed,,,,2013,40.7127281,-74.0060152
5,43000,"Atlanta, GA, US",Intern,,6-10,Yes,Unpaid Overtime,10.0,"1,500",Full-time,3,21-25,Female,No,Georgia Institute of Technology,,,2013,33.7489924,-84.3902644
8,63000,"New York, NY, US",Job Captain,Corporate,101-200,Yes,Unpaid Overtime,10.0,"2,000",Full-time,3-5,26-30,Female,No,,,,2013,40.7127281,-74.0060152
2,60000,"Berkeley, CA, US",Job Captain,Corporate,101-200,Yes,Unpaid Overtime,10.0,"20,000",Full-time,3-5,31-35,Male,No,University of Arizona,,,2013,37.8708393,-122.272863
9,60400,"Seattle, WA, US",Project Architect,Boutique,11-15,Yes,No Overtime,20.0,,Full-time,8-10,31-35,Female,No,University of Minnesota,University of Washington,,2013,47.6038321,-122.330062
8,50000,"New York, NY, US",Job Captain,Corporate,201-500,Yes,Paid Overtime,24.0,"5,000",Full-time,3,26-30,Male,Licensed,Washington University in St. Louis,University of Michigan,,2013,40.7127281,-74.0060152
7,75000,"New York, NY, US",Junior Architect,Corporate,201-500,Yes,Unpaid Overtime,12.0,"10,000",Full-time,3-5,26-30,Male,No,Cornell University,,,2013,40.7127281,-74.0060152
6,87000,"San Francisco, CA, US",Project Manager,Corporate,51-100,Yes,Unpaid Overtime,15.0,"5,000",Full-time,11-15,31-35,Male,Licensed,,University of Michigan,,2013,37.7792588,-122.4193286
8,45000,"San Antonio, TX, US",Intern,Other,51-100,Yes,Unpaid Overtime,12.0,"2,200",Full-time,3,26-30,Male,No,,,,2013,29.4246002,-98.4951405
9,72500,"San Francisco, CA, US",Project Architect,Boutique,16-30,Yes,No Overtime,15.0,,,6-7,31-35,Female,Licensed,,,,2013,37.7792588,-122.4193286
5,38000,"Columbus, OH, US",Construction Administrator,Individual,2-5,Yes,Unpaid Overtime,7.0,,Full-time,< 1,26-30,Male,No,,,,2013,39.9622601,-83.0007065
8,51000,"Monterey Park, CA, US",Job Captain,Boutique,11-15,Yes,Unpaid Overtime,5.0,,Full-time,3-5,26-30,Female,No,"University of California, Berkeley",,,2013,34.051522,-118.129807
3,58000,"Chicago, IL, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,14.0,,Full-time,11-15,31-35,Male,Licensed,University of Michigan,University of Michigan,,2013,41.8755616,-87.6244212
6,41175,"San Antonio, TX, US",Technical Architect,Starchitect,51-100,Yes,No Overtime,15.0,"3,000",Full-time,3-5,26-30,Male,No,,,,2013,29.4246002,-98.4951405
5,50000,"Washington, DC, US",Junior Architect,,31-50,,,,,,1,26-30,Female,No,,,,2013,38.8950368,-77.0365427
7,54000,"Chicago, IL, US",Designer,Corporate,16-30,Yes,Unpaid Overtime,14.0,"3,000",Full-time,3-5,26-30,Male,No,Illinois Institute of Technology (IIT),,,2013,41.8755616,-87.6244212
9,150000,"Chicago, IL, US",Partner,Other,16-30,Yes,Unpaid Overtime,15.0,"30,000",Full-time,11-15,31-35,Male,Licensed,University of Illinois at Urbana-Champaign,,,2013,41.8755616,-87.6244212
7,142000,"New York, NY, US",Project Manager,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,16-20,46-50,Male,No,,,,2013,40.7127281,-74.0060152
8,41500,"Dallas, TX, US",Draftsperson,Corporate,51-100,Yes,Paid Overtime,14.0,"2,000",Full-time,2,26-30,Female,No,Wellesley College,"Taliesin, The Frank Lloyd Wright School of Architecture",,2013,32.7762719,-96.7968559
9,41000,"Detroit, MI, US",Junior Designer,Corporate,51-100,Yes,Paid Overtime,10.0,"1,000",Full-time,< 1,26-30,Female,No,University of Illinois at Chicago,University of Michigan,,2013,42.3315509,-83.0466403
4,38000,"Ann Arbor, MI, US",Designer,Other,51-100,Yes,Unpaid Overtime,15.0,,Full-time,2,26-30,Female,No,,University of Michigan,,2013,42.2813722,-83.7484616
6,45000,"Washington, DC, US",Junior Designer,Corporate,101-200,Yes,Unpaid Overtime,10.0,"1,000",Full-time,2,26-30,Male,No,,,,2013,38.8950368,-77.0365427
6,41500,"Houston, TX, US",Intern,Corporate,16-30,Yes,Unpaid Overtime,10.0,,Full-time,1,21-25,Male,No,Georgia Institute of Technology,,,2013,29.7589382,-95.3676974
