id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date,Year,Latitude,Longitude
19998,8,73000,year,"Eugene, OR",Project Architect,Boutique,16-30,Yes,No Overtime,10.0,3000.0,Full-time,3-5,26-30,Female,Yes,University of Oregon,,,2024-07-01,2024,44.0505054,-123.0950506
19997,9,105000,year,"Boston, MA",Job Captain,Other,11-15,Yes,No Overtime,10.0,,Full-time,8-10,31-35,Male,No,Boston Architectural College (BAC),,,2024-07-01,2024,42.3554334,-71.060511
19996,7,97000,year,"New York, NY",Intermediate Architect,Boutique,2-5,,No Overtime,14.0,2000.0,Full-time,3-5,26-30,Male,Yes,Auburn University,,,2024-07-01,2024,40.7127281,-74.0060152
19995,8,74880,hour,"San Francisco, CA",Project Manager,,6-10,Yes,Paid Overtime,15.0,1000.0,Full-time,3-5,26-30,Male,No,,,,2024-07-01,2024,37.7792588,-122.4193286
19994,7,120000,year,"San Francisco, CA",Project Architect,Corporate,501+,Yes,,15.0,5000.0,,6-7,31-35,Female,No,,University of Illinois at Urbana-Champaign,,2024-07-01,2024,37.7792588,-122.4193286
19992,10,127000,year,"Newark, NJ",Job Captain,Individual,2-5,,No Overtime,28.0,,Freelance,16-20,36-40,Male,No,Academy Of Art University,,,2024-07-01,2024,40.735657,-74.1723667
19991,4,84000,year,"Seattle, WA",Junior Architect,Corporate,201-500,Yes,Unpaid Overtime,16.0,3000.0,Full-time,3-5,26-30,Male,Yes,,,,2024-07-01,2024,47.6038321,-122.330062
19990,2,75000,year,"New York, NY",Junior Designer,Boutique,6-10,,Unpaid Overtime,15.0,1000.0,Full-time,2,21-25,Female,No,University of Minnesota,Pratt Institute,,2024-07-01,2024,40.7127281,-74.0060152
19989,7,76000,year,"Chattanooga, TN",Project Architect,Boutique,2-5,Yes,No Overtime,20.0,,Full-time,8-10,31-35,Male,Yes,The Ohio State University,,,2024-07-01,2024,35.0457219,-85.3094883
19988,9,125000,year,"Columbus, OH",Project Manager,Corporate,501+,Yes,Paid Overtime,15.0,125000.0,Full-time,11-15,36-40,Female,Yes,University of Cincinnati,University of Cincinnati,,2024-07-01,2024,39.9622601,-83.0007065
19987,9,68000,year,"Dearborn, MI",Intermediate Architect,Corporate,201-500,Yes,No Overtime,15.0,4500.0,Full-time,3,26-30,Female,No,Adrian College,University of Michigan,,2024-07-01,2024,42.3222599,-83.1763145
19985,10,103000,year,"Pittsburgh, PA",Principal,Corporate,16-30,Yes,Unpaid Overtime,25.0,10000.0,Full-time,16-20,41-45,Male,Yes,Kent State University,Kent State University,,2024-07-01,2024,40.4416941,-79.9900861
19984,7,77000,year,"Dallas, TX",Senior Architect,,6-10,,Unpaid Overtime,,3000.0,Full-time,8-10,31-35,Other,Yes,,,,2024-07-01,2024,32.7762719,-96.7968559
19983,8,116000,year,"San Francisco, CA",Project Architect,Corporate,101-200,Yes,Unpaid Overtime,15.0,6000.0,Full-time,11-15,31-35,Male,Yes,,,,2024-07-01,2024,37.7792588,-122.4193286
19982,7,65000,year,"Austin, TX",Designer,,16-30,,,,,,3,31-35,Male,No,,,,2024-07-01,2024,30.2711286,-97.7436995
19981,8,115000,year,"New York, NY",Senior Architect,Starchitect,16-30,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Female,No,,Washington University in St. Louis,,2024-07-01,2024,40.7127281,-74.0060152
19980,6,77000,year,"Washington, DC",Junior Architect,Corporate,501+,Yes,Paid Overtime,18.0,10000.0,Full-time,3,26-30,Male,Yes,,Yale University,,2024-07-01,2024,38.8950368,-77.0365427
19978,7,87000,year,"Los Angeles, CA",Project Architect,Boutique,2-5,,No Overtime,10.0,,Full-time,8-10,31-35,Female,No,American University of Sharjah,"University of California, Los Angeles (UCLA)",,2024-07-01,2024,34.0536909,-118.242766
19977,4,76500,year,"Atlanta, GA",Intermediate Designer,Corporate,201-500,Yes,Unpaid Overtime,,550.0,Full-time,3-5,26-30,Male,No,Kennesaw State University,,,2024-07-01,2024,33.7489924,-84.3902644
19975,7,140000,year,"Sioux Falls, SD",Principal,,201-500,Yes,,,12000.0,Full-time,11-15,41-45,Other,Yes,,,,2024-07-01,2024,43.5476008,-96.7293629
19974,9,80080,year,"Seattle, WA",Intermediate Architect,Corporate,11-15,Yes,Paid Overtime,21.0,0.0,Full-time,6-7,26-30,Male,Yes,Arizona State University,Tulane University,,2024-07-01,2024,47.6038321,-122.330062
19973,5,100000,year,"Abilene, TX",Principal,,2-5,Yes,,15.0,10000.0,,11-15,41-45,Male,Yes,,The University of Texas at Austin,,2024-07-01,2024,32.44645,-99.7475905
19972,8,57000,year,"Columbus, OH",Intermediate Architect,Individual,51-100,Yes,Paid Overtime,21.0,800.0,Full-time,2,21-25,Female,No,Kent State University,,,2024-07-01,2024,39.9622601,-83.0007065
19971,7,84000,year,"Ridgway, CO",Owner,Boutique,2-5,,,,,Full-time,3-5,26-30,Male,Yes,,Kansas State University,,2024-07-01,2024,38.1527685,-107.761726
19970,8,80000,year,"New York, NY",Associate,Starchitect,101-200,Yes,Unpaid Overtime,20.0,,Full-time,3-5,26-30,Male,No,University at Buffalo,,,2024-07-01,2024,40.7127281,-74.0060152
19968,8,112000,year,"Seattle, WA",Designer,Corporate,51-100,Yes,No Overtime,14.0,8000.0,Full-time,8-10,31-35,Male,No,Illinois Institute of Technology (IIT),,,2024-07-01,2024,47.6038321,-122.330062
19967,7,100000,year,"Los Angeles, CA",Project Architect,Corporate,501+,Yes,No Overtime,,5000.0,Full-time,6-7,31-35,Male,Yes,University of Southern California (USC),,,2024-07-01,2024,34.0536909,-118.242766
19966,9,76000,year,"Phoenix, AZ",Project Manager,Individual,2-5,Yes,Paid Overtime,10.0,10000.0,Full-time,3,26-30,Male,No,Arizona State University,,,2024-07-01,2024,33.4484367,-112.074141
19965,10,93000,year,Washington,Intermediate Designer,,501+,Yes,,,,Full-time,3-5,26-30,Male,No,The Pennsylvania State University (Penn State),,,2024-07-01,2024,38.8950368,-77.0365427
19964,6,100000,year,"New York, NY",Owner,Corporate,501+,Yes,Paid Overtime,,,Full-time,8-10,31-35,Female,No,New York Institute of Technology (NYIT),,,2024-07-01,2024,40.7127281,-74.0060152
19963,6,100000,year,"New York, NY",Owner,Corporate,501+,Yes,Paid Overtime,,,Full-time,8-10,31-35,Female,No,,,,2024-07-01,2024,40.7127281,-74.0060152
19962,4,88000,year,"Portland, OR",Senior Designer,,201-500,,,,,,11-15,36-40,Female,No,,,,2024-07-01,2024,45.5202471,-122.674194
19961,5,109000,year,"Charlottesville, VA",Project Manager,,501+,Yes,No Overtime,,,Full-time,21-25,46-50,Male,Yes,,,,2024-07-01,2024,38.029306,-78.4766781
19960,7,62000,year,"Des Moines, IA",Designer,,6-10,,,,,,2,36-40,Male,No,,Iowa State University,,2024-07-01,2024,41.5868654,-93.6249494
19959,6,77000,year,"San Francisco, CA",Designer,,16-30,Yes,,,,,2,31-35,Female,No,,,,2024-07-01,2024,37.7792588,-122.4193286
19958,6,74880,year,"Detroit, MI",Designer,Corporate,201-500,,No Overtime,15.0,3000.0,Full-time,6-7,26-30,Female,No,University of Detroit Mercy,University of Detroit Mercy,,2024-07-01,2024,42.3315509,-83.0466403
19957,6,68000,year,"New York, NY",Designer,Starchitect,101-200,Yes,Unpaid Overtime,20.0,,Full-time,3-5,26-30,Male,No,Mississippi State University,Cranbrook Academy of Art,,2024-07-01,2024,40.7127281,-74.0060152
19956,6,87500,year,"San Francisco, CA",Designer,Boutique,6-10,,No Overtime,8.0,,Full-time,6-7,36-40,Female,No,California College of the Arts,,,2024-07-01,2024,37.7792588,-122.4193286
19955,5,50000,year,"Portland, OR",Designer,,11-15,,,,,,3,26-30,Male,No,,,,2024-07-01,2024,45.5202471,-122.674194
19954,7,67500,year,"Salem, MA",Designer,Boutique,16-30,Yes,Unpaid Overtime,14.0,3000.0,Full-time,3-5,26-30,Female,No,Wentworth Institute of Technology,Wentworth Institute of Technology,,2024-07-01,2024,42.5195292,-70.8967226
19953,5,69400,year,"Kansas City, MO",Designer,Corporate,501+,Yes,Paid Overtime,,,Full-time,1,26-30,Female,No,,,,2024-07-01,2024,39.100105,-94.5781416
19952,8,105000,year,Wisconsin,Project Manager,Individual,51-100,Yes,No Overtime,,,Full-time,8-10,31-35,Male,No,,,,2024-07-01,2024,44.4308975,-89.6884637
19951,6,88000,year,"Austin, TX",Designer,Other,51-100,Yes,Unpaid Overtime,15.0,7000.0,Full-time,6-7,36-40,Male,No,University of Wisconsin-Milwaukee,University of Michigan,,2024-07-01,2024,30.2711286,-97.7436995
19950,3,150000,year,"New York, NY",Interior Designer,Other,101-200,Yes,No Overtime,10.0,10000.0,Full-time,31-40,51-55,Female,Yes,University of Cincinnati,,,2024-07-01,2024,40.7127281,-74.0060152
19949,6,55000,year,"Austin, TX",Designer,Corporate,501+,Yes,,15.0,,Full-time,2,26-30,Female,No,Texas A&M University,Texas A&M University,,2024-07-01,2024,30.2711286,-97.7436995
19947,8,109000,year,"Omaha, NE",Project Manager,Corporate,31-50,Yes,No Overtime,15.0,27000.0,Full-time,16-20,36-40,Male,Yes,University of Nebraska-Lincoln,,,2024-07-01,2024,41.2587459,-95.9383758
19944,9,63250,year,"Washington, DC",Interior Architect,Corporate,201-500,Yes,Unpaid Overtime,,2000.0,Full-time,< 1,26-30,Female,No,George Washington University,George Washington University,,2024-07-01,2024,38.8950368,-77.0365427
19942,9,110000,year,"Chicago, IL",Senior Architect,Corporate,51-100,Yes,Unpaid Overtime,32.0,5000.0,Full-time,21-25,51-55,Male,Yes,University of Detroit Mercy,,,2024-07-01,2024,41.8755616,-87.6244212
19941,6,75000,year,"Washington, DC",Interior Architect,,11-15,Yes,,,,,1,26-30,Female,No,,,,2024-07-01,2024,38.8950368,-77.0365427
19940,7,85000,year,"New York, NY",Project Architect,Boutique,2-5,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,Yes,Cornell University,,,2024-07-01,2024,40.7127281,-74.0060152
19939,8,106000,year,"New York, NY",Senior Architect,,101-200,,,,,,8-10,36-40,Male,No,,,,2024-07-01,2024,40.7127281,-74.0060152
19936,6,41600,hour,"San Antonio, TX",Junior Designer,Individual,2-5,,Unpaid Overtime,15.0,2300.0,Full-time,2,26-30,Male,No,University of Texas at San Antonio,,,2024-07-01,2024,29.4246002,-98.4951405
19935,3,80000,year,"Charlotte, NC",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,14.0,2000.0,Full-time,8-10,31-35,Female,Yes,University of Florida,University of North Carolina at Charlotte,,2024-07-01,2024,35.2272086,-80.8430827
19934,10,130000,year,"San Antonio, TX",Senior Architect,Other,501+,Yes,No Overtime,25.0,13000.0,Full-time,8-10,31-35,Male,Yes,,,,2024-07-01,2024,29.4246002,-98.4951405
19933,8,82800,year,Minnesota,Intermediate Architect,Corporate,201-500,Yes,No Overtime,20.0,1000.0,Full-time,3-5,31-35,Male,Yes,,,,2024-07-01,2024,45.9896587,-94.6113288
19932,8,225000,year,"New York, NY",Senior Architect,Other,11-15,Yes,,15.0,,Full-time,21-25,56-60,Male,Yes,University of Illinois Chicago,Pratt Institute,,2024-07-01,2024,40.7127281,-74.0060152
19931,6,78500,year,"Austin, TX",Intermediate Designer,Other,11-15,Yes,Unpaid Overtime,20.0,10000.0,Full-time,3-5,26-30,Male,No,University of Dallas,,,2024-07-01,2024,30.2711286,-97.7436995
19930,10,110000,year,"Los Angeles, CA",Associate,Corporate,501+,Yes,Unpaid Overtime,,,Full-time,8-10,36-40,Female,Yes,,,,2024-07-01,2024,34.0536909,-118.242766
19928,8,118000,year,"San Francisco, CA",Project Manager,Boutique,31-50,Yes,Unpaid Overtime,15.0,5000.0,Full-time,11-15,31-35,Male,Yes,,,,2024-07-01,2024,37.7792588,-122.4193286
19927,8,108000,year,"Detroit, MI",Senior Architect,Boutique,51-100,Yes,Unpaid Overtime,18.0,2000.0,Full-time,8-10,31-35,Male,Yes,University of Detroit Mercy,University of Detroit Mercy,,2024-07-01,2024,42.3315509,-83.0466403
19925,8,50000,year,"Detroit, MI",Designer,,2-5,,No Overtime,,1000.0,Full-time,2,21-25,Female,No,University of Detroit Mercy,University of Detroit Mercy,,2024-07-01,2024,42.3315509,-83.0466403
19922,6,69000,year,"New York, NY",Junior Designer,Corporate,501+,Yes,Unpaid Overtime,15.0,3000.0,Full-time,3,26-30,Female,No,University of Detroit Mercy,University of Detroit Mercy,,2024-07-01,2024,40.7127281,-74.0060152
19920,10,37440,hour,"Detroit, MI",Intern,Corporate,51-100,,Paid Overtime,,,Full-time,2,21-25,Female,No,University of Detroit Mercy,University of Detroit Mercy,,2024-07-01,2024,42.3315509,-83.0466403
19919,8,225000,year,"Seattle, WA",Principal,Corporate,51-100,Yes,Unpaid Overtime,25.0,10000.0,Full-time,16-20,41-45,Female,Yes,Washington State University,,,2024-07-01,2024,47.6038321,-122.330062
19918,8,125000,year,"New York, NY",Project Manager,Corporate,501+,Yes,No Overtime,30.0,13000.0,Full-time,3-5,31-35,Female,No,,Yale University,,2024-07-01,2024,40.7127281,-74.0060152
19916,6,61000,year,"Asbury Park, NJ",Associate,,6-10,Yes,,,,,3-5,31-35,Female,No,,,,2024-07-01,2024,40.2203907,-74.0120817
19915,7,85000,year,"Los Angeles, CA",Project Manager,Individual,2-5,Yes,No Overtime,10.0,2500.0,Full-time,8-10,31-35,Male,No,,,,2024-07-01,2024,34.0536909,-118.242766
19914,8,130000,year,"Chicago, IL",Associate,,51-100,,,,,,16-20,41-45,Female,No,,,,2024-07-01,2024,41.8755616,-87.6244212
19913,7,74000,year,"Detroit, MI",Designer,Corporate,51-100,Yes,Paid Overtime,21.0,2000.0,Full-time,3-5,21-25,Female,No,University of Detroit Mercy,University of Detroit Mercy,,2024-07-01,2024,42.3315509,-83.0466403
19911,5,72000,year,"Minneapolis, MN",Designer,Boutique,6-10,Yes,Unpaid Overtime,12.0,1000.0,Full-time,6-7,31-35,Male,No,South Dakota State University,South Dakota State University,,2024-07-01,2024,44.9772995,-93.2654692
19910,8,73500,year,"Washington, DC",Job Captain,Corporate,201-500,Yes,Paid Overtime,15.0,3000.0,Full-time,6-7,31-35,Female,No,,,,2024-07-01,2024,38.8950368,-77.0365427
19909,8,83678,year,"Washington, DC",Associate,Corporate,501+,Yes,,21.0,1800.0,Full-time,6-7,26-30,Male,Yes,Northeastern University,Northeastern University,,2024-07-01,2024,38.8950368,-77.0365427
19907,7,87360,year,"Detroit, MI",Project Architect,Corporate,101-200,Yes,Paid Overtime,15.0,6000.0,Full-time,8-10,31-35,Female,Yes,University of Michigan,University of Michigan,,2024-07-01,2024,42.3315509,-83.0466403
19906,5,150000,year,"Washington, DC",BIM Specialist,,51-100,Yes,,,,,11-15,51-55,Male,No,,,,2024-07-01,2024,38.8950368,-77.0365427
19905,7,55000,year,"Bentonville, AR",Junior Designer,Corporate,31-50,Yes,Unpaid Overtime,,500.0,Full-time,1,21-25,Female,No,University of Arkansas,,,2024-07-01,2024,36.3728538,-94.2088172
19904,7,57500,year,"Bentonville, AR",Junior Designer,Corporate,31-50,Yes,Unpaid Overtime,10.0,2000.0,Full-time,3-5,26-30,Other,No,University of Arkansas,,,2024-07-01,2024,36.3728538,-94.2088172
19903,8,115000,year,"New York, NY",Designer,Corporate,201-500,Yes,Paid Overtime,,,Full-time,8-10,31-35,Male,No,University of North Carolina at Greensboro,University of North Carolina at Charlotte,,2024-07-01,2024,40.7127281,-74.0060152
19902,9,59000,year,"Chicago, IL",Junior Architect,Corporate,31-50,,Unpaid Overtime,10.0,4000.0,Full-time,1,21-25,Male,No,University of Detroit Mercy,,,2024-07-01,2024,41.8755616,-87.6244212
19901,5,47000,year,"Rogers, AR",Designer,Other,16-30,Yes,Unpaid Overtime,,,Full-time,1,21-25,Female,No,University of Arkansas,,,2024-07-01,2024,36.3330154,-94.1166283
19899,9,65800,year,"Detroit, MI",Designer,Corporate,201-500,Yes,Unpaid Overtime,16.0,5100.0,Full-time,6-7,31-35,Female,No,University of Illinois at Urbana-Champaign,University of Michigan,,2024-07-01,2024,42.3315509,-83.0466403
19898,8,61000,year,"Austin, TX",Junior Designer,,201-500,Yes,,10.0,,Full-time,1,21-25,Female,No,The University of Oklahoma,,,2024-07-01,2024,30.2711286,-97.7436995
19896,8,119600,year,"Boston, MA",Project Manager,Boutique,51-100,Yes,No Overtime,20.0,,Full-time,21-25,41-45,Female,Yes,Boston Architectural College (BAC),,,2024-07-01,2024,42.3554334,-71.060511
19892,6,168000,year,"San Francisco, CA",Senior Architect,Corporate,501+,Yes,Unpaid Overtime,20.0,5000.0,Full-time,21-25,51-55,Male,Yes,,Texas A&M University,,2024-07-01,2024,37.7792588,-122.4193286
19890,6,55000,year,"Belfast Junction, PA",Associate,,51-100,,,,,,16-20,46-50,Male,No,,,,2024-07-01,2024,40.7658167,-75.2715489
19888,6,63000,year,"Los Angeles, CA",Junior Architect,Boutique,2-5,,Unpaid Overtime,15.0,,Full-time,3-5,41-45,Female,No,Rhode Island School of Design (RISD),University of Southern California (USC),,2024-07-01,2024,34.0536909,-118.242766
19887,7,185000,year,"Seattle, WA",Principal,Other,11-15,Yes,Unpaid Overtime,30.0,50000.0,Full-time,31-40,56-60,Male,Yes,,,,2024-07-01,2024,47.6038321,-122.330062
19886,8,78000,year,"Phoenix, AZ",Designer,Boutique,16-30,Yes,Unpaid Overtime,10.0,2000.0,Full-time,6-7,31-35,Male,No,University of Arizona,,,2024-07-01,2024,33.4484367,-112.074141
19885,6,79000,year,"New York, NY",Junior Designer,Boutique,16-30,Yes,No Overtime,23.0,,,3-5,26-30,Female,No,New York University (NYU),Yale University,,2024-07-01,2024,40.7127281,-74.0060152
19884,6,102000,year,"New York, NY",Project Manager,Boutique,16-30,Yes,No Overtime,23.0,,Full-time,8-10,31-35,Female,Yes,University of Illinois at Urbana-Champaign,Yale University,,2024-07-01,2024,40.7127281,-74.0060152
19883,8,93000,year,"New York, NY",Senior Designer,Boutique,16-30,Yes,No Overtime,23.0,,Full-time,8-10,36-40,Female,No,,,,2024-07-01,2024,40.7127281,-74.0060152
19882,5,84000,year,"New York, NY",Intermediate Designer,Boutique,16-30,Yes,No Overtime,20.0,,Full-time,6-7,31-35,Female,No,,,,2024-07-01,2024,40.7127281,-74.0060152
19881,6,75000,year,"New York, NY",Designer,Corporate,501+,Yes,Unpaid Overtime,,,Full-time,1,26-30,Male,No,,,,2024-07-01,2024,40.7127281,-74.0060152
19880,6,160000,year,"Washington, DC",Principal,,501+,Yes,,,,,16-20,46-50,Female,Yes,,,,2024-07-01,2024,38.8950368,-77.0365427
19879,9,110000,year,"San Francisco, CA",Job Captain,Boutique,51-100,Yes,No Overtime,15.0,20000.0,Full-time,8-10,31-35,Male,Yes,"California Polytechnic State University, San Luis Obispo",,,2024-07-01,2024,37.7792588,-122.4193286
19878,7,65000,year,"New York, NY",Interior Designer,Starchitect,6-10,Yes,Unpaid Overtime,5.0,,Full-time,< 1,26-30,Female,No,Parsons School of Design,,,2024-07-01,2024,40.7127281,-74.0060152
19877,5,105000,year,"Houston, TX",Project Manager,Other,16-30,Yes,Unpaid Overtime,14.0,10000.0,Full-time,6-7,31-35,Female,No,Texas A&M University,University of Houston,,2024-07-01,2024,29.7589382,-95.3676974
19876,10,110000,year,"San Diego, CA",Project Manager,Other,16-30,Yes,Paid Overtime,15.0,10000.0,Full-time,8-10,31-35,Female,Yes,,,,2024-07-01,2024,32.7174202,-117.162772
19875,7,100000,year,"Washington, DC",Senior Architect,,501+,,,,,,11-15,31-35,Female,No,,,,2024-07-01,2024,38.8950368,-77.0365427
19874,10,67400,year,"New Orleans, LA",Designer,Corporate,16-30,Yes,Paid Overtime,15.0,2500.0,Full-time,2,26-30,Female,No,,,,2024-07-01,2024,29.9759983,-90.0782127
19873,9,72000,year,"Detroit, MI",Intermediate Architect,,101-200,Yes,,15.0,,Full-time,6-7,26-30,Female,Yes,,,,2024-07-01,2024,42.3315509,-83.0466403
19872,5,103000,year,"Denver, CO",Project Manager,,51-100,Yes,No Overtime,23.0,10000.0,Full-time,8-10,31-35,Female,Yes,,University of Colorado at Denver,,2024-07-01,2024,39.7392364,-104.984862
19871,8,145000,year,"Atlanta, GA",Principal,Corporate,501+,Yes,,,,Full-time,21-25,41-45,Female,Yes,,,,2024-07-01,2024,33.7489924,-84.3902644
19870,8,77760,year,"Denver, CO",Principal,Individual,2-5,,No Overtime,28.0,,Full-time,11-15,36-40,Female,Yes,,,,2024-07-01,2024,39.7392364,-104.984862
19869,6,85000,year,"Saint Petersburg, FL",Project Manager,,31-50,Yes,,21.0,,,6-7,31-35,Female,Yes,,,,2024-07-01,2024,27.7700475,-82.6359078
19868,6,130000,year,"New York, NY",Project Manager,Corporate,501+,Yes,Unpaid Overtime,15.0,10000.0,Full-time,8-10,36-40,Male,Yes,Villanova University,NewSchool of Architecture & Design,,2024-07-01,2024,40.7127281,-74.0060152
19867,3,155000,year,"Boston, MA",Senior Architect,Corporate,201-500,Yes,No Overtime,21.0,13000.0,Full-time,11-15,36-40,Female,Yes,,,,2024-07-01,2024,42.3554334,-71.060511
19866,6,100000,year,Florida,Project Manager,Corporate,51-100,Yes,Unpaid Overtime,10.0,5000.0,Full-time,8-10,36-40,Female,Yes,Florida A&M University,Florida A&M University,,2024-07-01,2024,27.7567667,-81.4639835
19865,6,170000,year,"Los Angeles, CA",Job Captain,Starchitect,31-50,Yes,No Overtime,65.0,,Full-time,11-15,36-40,Male,No,NYU Tisch/ITP,Columbia University,,2024-07-01,2024,34.0536909,-118.242766
19864,5,65000,year,"Abilene, TX",Interior Designer,Other,51-100,Yes,Paid Overtime,,6000.0,Full-time,3-5,26-30,Female,Yes,,,,2024-07-01,2024,32.44645,-99.7475905
19863,8,83000,year,"Ann Arbor, MI",Project Architect,,101-200,,,,,,8-10,31-35,Male,No,,,,2024-07-01,2024,42.2813722,-83.7484616
19862,7,110000,year,"Detroit, MI",Associate,Corporate,501+,Yes,No Overtime,15.0,5000.0,Full-time,11-15,31-35,Male,No,University of Michigan,,,2024-07-01,2024,42.3315509,-83.0466403
